source_country,target_country,shortest_path_length
Croatia,Afghanistan,108.04093567251462
Portugal,Peru,108.04093567251462
Jamaica,Sudan,108.06277056277057
Morocco,Indonesia,108.07695178384833
Nepal,Peru,108.0891330891331
Nepal,Afghanistan,108.0891330891331
Canada,Sri Lanka,108.1043956043956
Germany,Colombia,108.11688311688312
Germany,Iraq,108.11688311688312
Germany,Kenya,108.11688311688312
Cameroon,New Zealand,108.12937062937063
South Korea,Russia,108.16467108209395
Italy,Kazakhstan,108.16666666666667
Maldives,Romania,108.24963924963924
Maldives,Hong Kong,108.24963924963924
Greenland,"Palestine, State of",108.28314659197014
Saudi Arabia,Sudan,108.2929292929293
Thailand,Sudan,108.2929292929293
Hong Kong,Sudan,108.2929292929293
Yemen,Iraq,108.33333333333333
Indonesia,Iraq,108.33333333333333
Ireland,Iraq,108.33333333333333
Finland,Slovenia,108.33333333333333
Ireland,Kenya,108.33333333333333
Yemen,Kenya,108.33333333333333
Indonesia,Colombia,108.33333333333333
Liechtenstein,Germany,108.33333333333333
Serbia,Latvia,108.33333333333333
Finland,Latvia,108.33333333333333
Finland,Albania,108.33333333333333
Serbia,Cyprus,108.33333333333333
Indonesia,Kenya,108.33333333333333
Finland,Cyprus,108.33333333333333
Yemen,Colombia,108.33333333333333
Ireland,Colombia,108.33333333333333
Jersey,Hungary,108.33333333333334
Slovenia,Bulgaria,108.33333333333334
Albania,Hungary,108.33333333333334
Turkey,Serbia,108.33333333333334
Slovakia,Bulgaria,108.33333333333334
China,Kazakhstan,108.34782608695652
Singapore,Afghanistan,108.43423434802745
Singapore,Peru,108.43423434802745
Ghana,Canada,108.48634651600753
Ghana,United Kingdom,108.48634651600753
Ghana,India,108.4942084942085
Spain,Tunisia,108.50655624568668
Hungary,Tunisia,108.51449275362319
Somalia,Pakistan,108.52564102564104
Japan,Sri Lanka,108.57142857142857
Canada,Puerto Rico,108.65079365079364
Canada,Egypt,108.73949579831933
Greenland,Nepal,108.81166881166882
Philippines,Ethiopia,108.81410256410257
Philippines,Slovenia,108.81410256410257
Ghana,Australia,108.84370816599731
Nicaragua,United Kingdom,108.85509838998212
Maldives,Bangladesh,108.88888888888889
Sri Lanka,Serbia,108.92857142857143
Philippines,Kazakhstan,109.0
Japan,Jordan,109.0
"Palestine, State of",Colombia,109.00735294117646
"Palestine, State of",Iraq,109.00735294117646
"Palestine, State of",Kenya,109.00735294117646
Luxembourg,United Kingdom,109.0909090909091
Slovakia,Panama,109.0909090909091
Azerbaijan,Switzerland,109.0909090909091
United Kingdom,Kenya,109.0909090909091
Kazakhstan,United Kingdom,109.0909090909091
United Kingdom,Iraq,109.0909090909091
Slovakia,Chile,109.0909090909091
Greece,Cyprus,109.0909090909091
Slovakia,Honduras,109.0909090909091
Faroe Islands,United Kingdom,109.0909090909091
Slovenia,Chile,109.0909090909091
Liechtenstein,Austria,109.0909090909091
France,Ethiopia,109.0909090909091
Malta,United Kingdom,109.0909090909091
Greece,Slovenia,109.0909090909091
Iraq,Serbia,109.0909090909091
Albania,Iceland,109.0909090909091
South Africa,Kenya,109.0909090909091
South Africa,Iraq,109.0909090909091
South Africa,Colombia,109.0909090909091
Albania,South Africa,109.0909090909091
Armenia,Albania,109.0909090909091
Armenia,Cyprus,109.0909090909091
Sweden,Liberia,109.0909090909091
North Macedonia,United Kingdom,109.0909090909091
Greece,Latvia,109.0909090909091
Slovenia,Honduras,109.0909090909091
Ukraine,Latvia,109.0909090909091
Slovenia,Panama,109.0909090909091
Armenia,Latvia,109.0909090909091
United Kingdom,Colombia,109.0909090909091
Jersey,South Africa,109.0909090909091
Armenia,Slovenia,109.0909090909091
Jersey,Iceland,109.0909090909091
Norway,Sri Lanka,109.10364145658264
"Moldova, Republic of",Ukraine,109.10714285714286
Jamaica,Tunisia,109.10973084886129
Russia,Peru,109.11477411477412
Russia,Afghanistan,109.11477411477412
Canada,Albania,109.13333333333333
Canada,Cyprus,109.13333333333334
Canada,Latvia,109.13333333333334
Canada,Mongolia,109.20289855072464
United States,Liberia,109.22619047619048
United States,Slovenia,109.22619047619048
Somalia,Japan,109.23076923076924
Somalia,Israel,109.23076923076924
Bulgaria,South Africa,109.27206851119897
Bulgaria,Iceland,109.27206851119897
Azerbaijan,Lebanon,109.27206851119897
Azerbaijan,Saudi Arabia,109.27206851119897
Somalia,Sweden,109.31848852901484
Nicaragua,Canada,109.33165195460278
Qatar,Saudi Arabia,109.33988957902002
Colombia,Saudi Arabia,109.33988957902002
Colombia,Lebanon,109.33988957902002
Hong Kong,Tunisia,109.33988957902002
Qatar,Lebanon,109.33988957902002
Kenya,Lebanon,109.33988957902002
Kenya,Saudi Arabia,109.33988957902002
Thailand,Tunisia,109.33988957902002
Switzerland,Croatia,109.35897435897436
Estonia,Croatia,109.35897435897436
Cuba,Croatia,109.35897435897436
Antarctica,Kuwait,109.41644562334218
Canada,Lithuania,109.4271911663216
Canada,Algeria,109.44444444444444
Canada,Libya,109.44444444444444
Canada,Oman,109.44444444444444
Ghana,Ireland,109.4570707070707
Dominica,"Palestine, State of",109.47362278244631
Somalia,Ukraine,109.4758064516129
Japan,Liberia,109.5104895104895
India,Jordan,109.53221288515407
Norway,Jordan,109.53221288515407
France,Kazakhstan,109.55555555555556
Malaysia,Kazakhstan,109.55555555555556
Argentina,Kazakhstan,109.55555555555556
Antarctica,Serbia,109.61538461538461
Australia,Sri Lanka,109.64285714285714
Sri Lanka,Honduras,109.6861471861472
South Korea,Argentina,109.6861471861472
South Korea,Italy,109.6861471861472
South Korea,Portugal,109.6861471861472
Sri Lanka,Panama,109.6861471861472
Sri Lanka,Chile,109.6861471861472
Somalia,Poland,109.70695970695971
Trinidad and Tobago,Cuba,109.70862566552222
Algeria,Cuba,109.70862566552222
Monaco,Brazil,109.74095796676443
Cameroon,Japan,109.83877233877234
Cameroon,United States,109.8535085604051
Panama,South Africa,109.92424242424244
Panama,Iceland,109.92424242424244
Morocco,"Palestine, State of",109.92747448629802
Monaco,Spain,109.92886646349646
Switzerland,Estonia,109.94428036170324
Cuba,Estonia,109.94428036170324
Liechtenstein,Ukraine,109.95370370370371
Maldives,Togo,109.97377718067372
Maldives,Finland,109.97377718067372
Cyprus,Ireland,110.0
Malta,Ireland,110.0
Jersey,Croatia,110.0
Bulgaria,Croatia,110.0
Faroe Islands,Ireland,110.0
Haiti,Indonesia,110.0
Jordan,Serbia,110.0
Luxembourg,Ireland,110.0
Albania,Croatia,110.0
Hong Kong,Croatia,110.0
Thailand,Croatia,110.0
Kazakhstan,Ireland,110.0
Sweden,Kenya,110.0
Sweden,Iraq,110.0
Sweden,Colombia,110.0
Saudi Arabia,Croatia,110.0
Kuwait,Serbia,110.0
Dominica,Nepal,110.00214500214501
Norway,Liberia,110.01788908765653
Nicaragua,Ireland,110.01788908765653
Australia,Jordan,110.07142857142857
Monaco,Italy,110.1576246334311
Monaco,Argentina,110.1576246334311
Monaco,Portugal,110.1576246334311
Brazil,Sri Lanka,110.17316017316017
Cameroon,Germany,110.20076506940744
Belgium,Peru,110.21994863374174
Belgium,Afghanistan,110.21994863374174
Togo,Afghanistan,110.21994863374174
Togo,Peru,110.21994863374174
Somalia,Singapore,110.25641025641026
Israel,Sri Lanka,110.26785714285714
Bulgaria,Malaysia,110.3551808012078
"Virgin Islands, British",India,110.39682539682539
Pakistan,Ethiopia,110.44289044289044
Pakistan,Slovenia,110.44289044289044
Pakistan,Kazakhstan,110.50623885918003
Sweden,Jordan,110.51948051948052
Puerto Rico,Tunisia,110.53571428571428
Ghana,New Zealand,110.58006535947712
Jamaica,Croatia,110.5952380952381
Brazil,Jordan,110.6017316017316
Nicaragua,Australia,110.6212649004506
Iran,Kazakhstan,110.66666666666667
Iraq,Panama,110.67388167388168
Iraq,Chile,110.67388167388168
Iraq,Honduras,110.67388167388168
Israel,Jordan,110.69642857142857
Cameroon,Nepal,110.7112332112332
Germany,Liberia,110.71428571428572
Venezuela,Canada,110.7590737887348
Venezuela,United Kingdom,110.7590737887348
Monaco,Greece,110.80089948723226
Monaco,Norway,110.80089948723226
Haiti,France,110.84529505582137
Bahrain,India,110.84656084656085
Panama,Bangladesh,110.85732742709487
Brazil,Latvia,110.88235294117646
Brazil,Cyprus,110.88235294117646
Brazil,Albania,110.88235294117646
United States,Iraq,110.89285714285714
United States,Colombia,110.89285714285714
United States,Kenya,110.89285714285714
Cameroon,Sweden,110.94988344988346
Cayman Islands,India,110.98901098901098
Eritrea,India,110.98901098901098
Peru,India,110.98901098901098
Panama,Malaysia,111.00735471425126
Sweden,Ethiopia,111.01398601398601
India,Liberia,111.02564102564102
Antarctica,Hungary,111.02564102564102
United States,Malta,111.08716475095785
Albania,Cuba,111.10911749069643
Jersey,Cuba,111.10911749069643
Denmark,Slovenia,111.11111111111111
Denmark,Lithuania,111.11111111111111
Afghanistan,Israel,111.11111111111111
Tajikistan,Israel,111.11111111111111
Haiti,Belgium,111.11111111111111
Poland,Albania,111.11111111111111
Israel,Slovenia,111.11111111111111
Portugal,Ethiopia,111.11111111111111
Haiti,Philippines,111.11111111111111
Denmark,Albania,111.11111111111111
Denmark,Cyprus,111.11111111111111
Libya,India,111.11111111111111
Denmark,Latvia,111.11111111111111
Israel,Ethiopia,111.11111111111111
Poland,Cyprus,111.11111111111111
Poland,Latvia,111.11111111111111
Poland,Slovenia,111.11111111111111
Venezuela,Australia,111.11643543872458
New Zealand,Kazakhstan,111.14285714285714
United States,Ethiopia,111.1492673992674
Antarctica,Switzerland,111.17083158825446
Jamaica,Estonia,111.18054409796696
Angola,Ukraine,111.25
Italy,Sri Lanka,111.30952380952381
Sweden,Malta,111.31313131313132
Sweden,Norfolk Island,111.31313131313132
Cameroon,Israel,111.34615384615384
Serbia,Afghanistan,111.37426900584796
Serbia,Peru,111.37426900584796
Finland,Peru,111.37426900584796
Finland,Afghanistan,111.37426900584796
Turkey,Cuba,111.37529233218888
Canada,Somalia,111.40151515151516
Canada,Ecuador,111.40151515151516
Sri Lanka,Kuwait,111.41028511718167
Hong Kong,Estonia,111.4107028281257
Saudi Arabia,Estonia,111.4107028281257
Thailand,Estonia,111.4107028281257
Cameroon,Poland,111.42607392607393
Ghana,United States,111.48504273504273
China,Sri Lanka,111.49068322981367
Chile,Chile,111.4957264957265
Chile,Afghanistan,111.4957264957265
Sweden,Kazakhstan,111.529933481153
Italy,Liberia,111.53846153846153
Nicaragua,New Zealand,111.53846153846153
Kuwait,Honduras,111.58297258297259
Jordan,Panama,111.58297258297259
Kuwait,Panama,111.58297258297259
Jordan,Chile,111.58297258297259
Kuwait,Chile,111.58297258297259
Jordan,Honduras,111.58297258297259
Argentina,Slovenia,111.65501165501166
Ukraine,Kenya,111.65501165501166
Ireland,Ethiopia,111.65501165501166
Ukraine,Iraq,111.65501165501166
Ukraine,Colombia,111.65501165501166
Argentina,Ethiopia,111.65501165501166
Australia,Slovenia,111.65873015873015
Australia,Liberia,111.65873015873015
United States,Kazakhstan,111.66521486643438
Liechtenstein,India,111.68831168831169
Mexico,Kazakhstan,111.6923076923077
Nicaragua,China,111.6923076923077
Maldives,Russia,111.728163145586
Venezuela,Ireland,111.72979797979797
Japan,Norfolk Island,111.73271173271173
Japan,Malta,111.73271173271173
Italy,Jordan,111.73809523809524
Greenland,Denmark,111.77422723475355
Greenland,Thailand,111.77422723475355
Ghana,Germany,111.83229924404506
Guam,United Kingdom,111.8410013758851
"Virgin Islands, British",United Kingdom,111.8410013758851
Morocco,Romania,111.90476190476191
China,Jordan,111.91925465838509
Mongolia,Peru,111.9298245614035
Mongolia,Afghanistan,111.9298245614035
Canada,Antarctica,111.93722943722943
Romania,Colombia,111.94805194805195
Romania,Iraq,111.94805194805195
Romania,Kenya,111.94805194805195
"Moldova, Republic of",United Kingdom,111.94805194805195
Japan,Guam,112.03030303030303
Germany,Kazakhstan,112.11688311688312
Greece,Peru,112.13184476342371
Greece,Afghanistan,112.13184476342371
Armenia,Afghanistan,112.13184476342371
Armenia,Peru,112.13184476342371
Liberia,Afghanistan,112.13675213675214
Liberia,Peru,112.13675213675214
Guam,Pakistan,112.14285714285714
Cyprus,India,112.14285714285714
Germany,Jordan,112.14285714285714
Kazakhstan,India,112.14285714285714
Oman,Pakistan,112.14285714285714
Philippines,Sri Lanka,112.14285714285714
Afghanistan,Pakistan,112.14285714285714
Brazil,Liberia,112.18903318903318
Tunisia,Nepal,112.22222222222223
Bhutan,Nepal,112.22222222222223
Norway,Malta,112.24011130987876
Norway,Norfolk Island,112.24011130987876
Morocco,Mexico,112.26190476190476
Israel,Liberia,112.28373015873015
South Korea,Spain,112.29263805835814
Sweden,Guam,112.31671554252199
Guam,Canada,112.31755494050576
"Virgin Islands, British",Canada,112.31755494050576
Yemen,Kazakhstan,112.33333333333333
Indonesia,Kazakhstan,112.33333333333333
Ireland,Kazakhstan,112.33333333333333
Iraq,Kuwait,112.39801960491616
Greenland,Iran,112.40079365079366
Greenland,Austria,112.46177498112482
South Korea,Armenia,112.46392496392498
Peru,Argentina,112.5
Singapore,Colombia,112.5
Japan,Mongolia,112.5
Singapore,Iraq,112.5
Lebanon,Algeria,112.5
Lebanon,Bahrain,112.5
Lebanon,Iraq,112.5
Singapore,Kenya,112.5
Lebanon,Yemen,112.5
Angola,Brazil,112.5
Antarctica,Viet Nam,112.54901960784314
Haiti,"Palestine, State of",112.54901960784315
India,Guam,112.56251591545708
Norway,Guam,112.56251591545708
Somalia,Indonesia,112.56410256410257
Philippines,Jordan,112.57142857142857
Netherlands,Peru,112.60090101469412
Netherlands,Afghanistan,112.60090101469412
Germany,Ethiopia,112.63736263736264
Trinidad and Tobago,Saudi Arabia,112.67322291235334
Algeria,Saudi Arabia,112.67322291235334
Trinidad and Tobago,Lebanon,112.67322291235334
Algeria,Lebanon,112.67322291235334
France,Sri Lanka,112.6984126984127
Paraguay,India,112.6984126984127
Argentina,Sri Lanka,112.6984126984127
Malaysia,Sri Lanka,112.6984126984127
"Bolivia, Plurinational State of",India,112.6984126984127
Ghana,China,112.75
Liechtenstein,United Kingdom,112.7946127946128
Venezuela,New Zealand,112.85279263220438
"Moldova, Republic of",Ireland,112.85714285714286
Nicaragua,Pakistan,112.9062159214831
Monaco,Armenia,112.93540241120888
Germany,Norfolk Island,112.93650793650794
Germany,Malta,112.93650793650794
Ukraine,Albania,112.93706293706293
Ukraine,Cyprus,112.93706293706293
Ukraine,Slovenia,112.93706293706293
Dominica,Denmark,112.96470342522974
Dominica,Thailand,112.96470342522974
India,Malta,112.98048874722303
India,Norfolk Island,112.98048874722303
Guam,Ireland,113.00379207355951
"Virgin Islands, British",Ireland,113.00379207355951
"Palestine, State of",Kazakhstan,113.00735294117646
Morocco,Denmark,113.01948051948052
Morocco,Netherlands,113.01948051948052
Sri Lanka,Hungary,113.01948051948054
Nepal,Iraq,113.0718954248366
Nepal,Colombia,113.0718954248366
Nepal,Kenya,113.0718954248366
United Kingdom,Kazakhstan,113.0909090909091
South Africa,Kazakhstan,113.0909090909091
Australia,Guam,113.1017316017316
Argentina,Jordan,113.12698412698413
France,Jordan,113.12698412698413
Malaysia,Jordan,113.12698412698413
South Korea,Greece,113.16467108209395
Sri Lanka,Switzerland,113.16467108209395
South Korea,Norway,113.16467108209395
Haiti,Nepal,113.1837606837607
Nicaragua,Japan,113.24786324786325
Maldives,Portugal,113.24963924963924
Maldives,Argentina,113.24963924963924
Nicaragua,United States,113.26259946949601
Jordan,Kuwait,113.30711051400706
Canada,Jamaica,113.33333333333333
Somalia,France,113.40939761992394
Antarctica,Bulgaria,113.41101084073348
Sweden,Uzbekistan,113.43873517786561
Sweden,Yemen,113.43873517786561
Ghana,Pakistan,113.4942084942085
China,Liberia,113.50655624568668
China,Slovenia,113.50655624568668
Greenland,Netherlands,113.51190476190477
Australia,Malta,113.51970443349754
Australia,Norfolk Island,113.51970443349754
Samoa,India,113.57142857142857
United States,Uzbekistan,113.574016563147
United States,Yemen,113.574016563147
Australia,Ethiopia,113.58180708180709
Dominica,Iran,113.59126984126985
"Virgin Islands, British",Australia,113.60716788635358
Guam,Australia,113.60716788635358
Nicaragua,Germany,113.60985597849835
Brazil,Guam,113.63203463203463
Dominica,Austria,113.65225117160102
Somalia,Belgium,113.67521367521368
Somalia,Philippines,113.67521367521368
Cameroon,Singapore,113.69966240655896
Liechtenstein,Ireland,113.70370370370371
Israel,Guam,113.7267316017316
Venezuela,United States,113.75777000776999
Italy,Malta,113.76068376068376
Italy,Norfolk Island,113.76068376068376
Tajikistan,India,113.80952380952381
Iran,Sri Lanka,113.80952380952381
Japan,Uzbekistan,113.85831559744604
Japan,Yemen,113.85831559744604
Canada,Haiti,113.91994478951001
Germany,Guam,113.94009216589862
Philippines,Liberia,113.9423076923077
Iraq,Hungary,114.00721500721502
France,Puerto Rico,114.01515151515152
Brazil,Malta,114.05000746380057
Brazil,Norfolk Island,114.05000746380057
Bulgaria,Cuba,114.06438826041526
Pakistan,Jordan,114.07766743060861
Croatia,Colombia,114.0909090909091
Croatia,Iraq,114.0909090909091
Portugal,Colombia,114.0909090909091
Portugal,Kenya,114.0909090909091
Portugal,Iraq,114.0909090909091
Croatia,Kenya,114.0909090909091
Angola,United Kingdom,114.0909090909091
Venezuela,Germany,114.10502651677233
Israel,Malta,114.14470443349754
Israel,Norfolk Island,114.14470443349754
Poland,Afghanistan,114.15204678362574
Poland,Peru,114.15204678362574
Iraq,Switzerland,114.15240556982845
Bulgaria,Bangladesh,114.2257259648564
Iran,Jordan,114.23809523809524
Cameroon,Philippines,114.28321678321679
Cameroon,Belgium,114.28321678321679
China,Ethiopia,114.28571428571429
Sweden,Greenland,114.28571428571429
Israel,Yemen,114.28571428571429
Malaysia,Ethiopia,114.28571428571429
Japan,Latvia,114.28571428571429
Mexico,Slovenia,114.28571428571429
Mexico,Ethiopia,114.28571428571429
Indonesia,Slovenia,114.28571428571429
Israel,Bahrain,114.28571428571429
Indonesia,Ethiopia,114.28571428571429
Belgium,Iraq,114.28571428571429
Malaysia,Slovenia,114.28571428571429
Belgium,Colombia,114.28571428571429
Finland,Ethiopia,114.28571428571429
India,Puerto Rico,114.28571428571429
Israel,Algeria,114.28571428571429
Belgium,Kenya,114.28571428571429
Russia,Colombia,114.28571428571429
Russia,Kenya,114.28571428571429
Russia,Iraq,114.28571428571429
New Zealand,Sri Lanka,114.28571428571429
Ghana,Japan,114.30555555555556
Ghana,Israel,114.30555555555556
Turkey,Lebanon,114.33988957902
Turkey,Saudi Arabia,114.33988957902
Nicaragua,Sweden,114.35897435897436
Norway,Yemen,114.36571517461306
Ghana,Sweden,114.39327485380116
Antarctica,Sudan,114.40226440226442
Venezuela,Pakistan,114.46843853820597
Guam,New Zealand,114.52436452436451
"Virgin Islands, British",New Zealand,114.52436452436451
United States,Puerto Rico,114.65859332238642
Guam,China,114.67821067821068
"Virgin Islands, British",China,114.67821067821068
Ghana,Ukraine,114.68888888888888
Dominica,Netherlands,114.70238095238096
Malaysia,Liberia,114.71428571428571
France,Liberia,114.71428571428571
New Zealand,Jordan,114.71428571428571
Argentina,Liberia,114.71428571428571
Panama,Cuba,114.71656217345873
South Korea,Brazil,114.72222222222223
Morocco,Iran,114.743618450515
Italy,Guam,114.76426799007444
Slovakia,Viet Nam,114.77124183006536
Slovenia,Viet Nam,114.77124183006536
Peru,Ireland,114.77272727272727
Ghana,Poland,114.78174603174602
Morocco,Austria,114.80459978084616
Ukraine,Norfolk Island,114.81481481481481
Ukraine,Malta,114.81481481481481
Mexico,Sri Lanka,114.83516483516483
Guatemala,India,114.83516483516483
Nicaragua,Poland,114.83516483516483
Sweden,Puerto Rico,114.88455988455989
Kuwait,Hungary,114.91630591630593
Jordan,Hungary,114.91630591630593
China,Guam,114.94955768868812
Sweden,Egypt,114.97326203208556
Angola,Ireland,115.0
Samoa,United Kingdom,115.01560455048828
Venezuela,China,115.02272727272727
Kuwait,Switzerland,115.06149647891935
Jordan,Switzerland,115.06149647891935
Germany,Yemen,115.06211180124224
Germany,Uzbekistan,115.06211180124224
United States,Egypt,115.10854341736695
Somalia,"Palestine, State of",115.11312217194572
Germany,Sri Lanka,115.25974025974025
Mexico,Jordan,115.26373626373626
Japan,Puerto Rico,115.3041403041403
Ghana,Singapore,115.33119658119658
Sri Lanka,Viet Nam,115.36647992530345
China,Malta,115.36753052045405
China,Norfolk Island,115.36753052045405
Greenland,Mexico,115.36796536796537
India,Uzbekistan,115.37346711259755
India,Yemen,115.37346711259755
Nicaragua,Israel,115.38461538461539
Norway,Nicaragua,115.38461538461539
Japan,Egypt,115.39284245166598
"Virgin Islands, British",Pakistan,115.39682539682539
Sri Lanka,Bulgaria,115.40485033457298
United States,Lithuania,115.43499083791437
Indonesia,Sri Lanka,115.47619047619048
Yemen,Sri Lanka,115.47619047619048
Ireland,Sri Lanka,115.47619047619048
Samoa,Canada,115.49215811510894
Pakistan,Liberia,115.57109557109557
Philippines,Guam,115.6017316017316
Ukraine,Kazakhstan,115.65501165501166
Greenland,Hong Kong,115.73412698412699
Greenland,Finland,115.73412698412699
Greenland,Togo,115.73412698412699
Somalia,Nepal,115.74786324786326
Uruguay,Afghanistan,115.7755041892973
Uruguay,Peru,115.7755041892973
Slovenia,Sudan,115.80086580086581
Slovakia,Sudan,115.80086580086581
Norway,Puerto Rico,115.81153988130733
Iran,Slovenia,115.82539682539682
Iran,Liberia,115.82539682539682
Bahrain,Pakistan,115.84656084656085
Ukraine,Jordan,115.85648148148148
Nicaragua,Ukraine,115.86538461538461
Italy,Uzbekistan,115.88628762541806
Italy,Yemen,115.88628762541806
Norway,Jamaica,115.89861751152074
Norway,Egypt,115.900242028833
Indonesia,Jordan,115.9047619047619
Yemen,Jordan,115.9047619047619
Ireland,Jordan,115.9047619047619
Romania,Kazakhstan,115.94805194805195
Kenya,Kuwait,115.97222222222223
Cayman Islands,Pakistan,115.98901098901098
Peru,Pakistan,115.98901098901098
Eritrea,Pakistan,115.98901098901098
Iraq,Viet Nam,115.99296646558311
Australia,Uzbekistan,116.00655624568668
Australia,Yemen,116.00655624568668
Cameroon,Indonesia,116.00735471425126
Philippines,Norfolk Island,116.01970443349754
Philippines,Malta,116.01970443349754
Egypt,Serbia,116.02564102564102
Maldives,Armenia,116.02741702741703
Haiti,Thailand,116.04010025062657
Haiti,Denmark,116.04010025062657
Japan,Lithuania,116.08053781966825
France,Norfolk Island,116.09848484848484
Canada,Azerbaijan,116.11111111111111
Slovakia,Estonia,116.14452798663325
Slovenia,Estonia,116.14452798663325
"Palestine, State of",Sri Lanka,116.15021008403362
France,Guam,116.15728715728716
Argentina,Guam,116.15728715728716
Malaysia,Guam,116.15728715728716
Guam,Ukraine,116.17063492063491
"Virgin Islands, British",Ukraine,116.17063492063491
Samoa,Ireland,116.17839524816269
Guam,Japan,116.23376623376623
Faroe Islands,India,116.23376623376623
North Macedonia,India,116.23376623376623
Malta,India,116.23376623376623
United Kingdom,Sri Lanka,116.23376623376623
"Virgin Islands, British",Japan,116.23376623376623
South Africa,Sri Lanka,116.23376623376623
Mozambique,India,116.23376623376623
Luxembourg,India,116.23376623376623
"Virgin Islands, British",United States,116.24850245539899
Guam,United States,116.24850245539899
New Zealand,Liberia,116.3015873015873
New Zealand,Slovenia,116.3015873015873
Ukraine,Ethiopia,116.30735212824766
Morocco,Hong Kong,116.35281385281385
Iraq,Bulgaria,116.39258482230747
Sri Lanka,Sudan,116.39610389610391
Singapore,Kazakhstan,116.5
Honduras,India,116.5018315018315
Ecuador,India,116.5018315018315
Germany,Puerto Rico,116.5079365079365
Brazil,Uzbekistan,116.53685927598971
Brazil,Yemen,116.53685927598971
Dominica,Mexico,116.55844155844156
Argentina,Malta,116.5752599890531
Malaysia,Norfolk Island,116.5752599890531
France,Malta,116.5752599890531
Malaysia,Malta,116.5752599890531
Argentina,Norfolk Island,116.5752599890531
Venezuela,Israel,116.57828282828282
Venezuela,Japan,116.57828282828282
"Palestine, State of",Jordan,116.57878151260505
Norway,Lithuania,116.58793739683527
Guam,Germany,116.59575896440133
"Virgin Islands, British",Germany,116.59575896440133
Germany,Egypt,116.59663865546219
Israel,Uzbekistan,116.63155624568668
United Kingdom,Jordan,116.66233766233766
South Africa,Jordan,116.66233766233766
Venezuela,Sweden,116.66600212652843
Denmark,Ethiopia,116.66666666666667
Haiti,Iran,116.66666666666667
Afghanistan,Canada,116.66666666666667
Cyprus,Armenia,116.66666666666667
Kenya,Serbia,116.66666666666667
Colombia,Serbia,116.66666666666667
North Macedonia,France,116.66666666666667
Jersey,Switzerland,116.66666666666667
Afghanistan,Ukraine,116.66666666666667
Libya,Canada,116.66666666666667
Netherlands,Slovenia,116.66666666666667
Netherlands,Colombia,116.66666666666667
Netherlands,Iraq,116.66666666666667
Netherlands,Kenya,116.66666666666667
Faroe Islands,France,116.66666666666667
Cyprus,France,116.66666666666667
Belgium,Slovenia,116.66666666666667
Belgium,Ethiopia,116.66666666666667
Qatar,Serbia,116.66666666666667
Kazakhstan,France,116.66666666666667
Netherlands,Ethiopia,116.66666666666667
Kazakhstan,Armenia,116.66666666666667
Lebanon,Slovenia,116.66666666666667
Lebanon,Ethiopia,116.66666666666667
Malta,France,116.66666666666667
Oman,China,116.66666666666667
Iraq,Tunisia,116.66666666666667
Oman,Canada,116.66666666666667
Austria,Slovenia,116.66666666666667
Oman,Ukraine,116.66666666666667
Croatia,Ethiopia,116.66666666666667
Austria,Albania,116.66666666666667
Luxembourg,France,116.66666666666667
Philippines,Puerto Rico,116.66666666666667
Austria,Cyprus,116.66666666666667
Albania,Switzerland,116.66666666666667
Turkey,Hungary,116.66666666666669
Liechtenstein,Pakistan,116.68831168831169
Haiti,Austria,116.72764799699783
Maldives,Norway,116.728163145586
Maldives,Greece,116.728163145586
Monaco,Malaysia,116.73882121462768
Samoa,Australia,116.78177106095676
Egypt,Panama,116.78321678321679
Egypt,Honduras,116.78321678321679
Egypt,Chile,116.78321678321679
Ireland,Liberia,116.78321678321679
Romania,Liberia,116.78321678321679
Greenland,Romania,116.8452380952381
Albania,Saudi Arabia,116.84782608695653
Jersey,Lebanon,116.84782608695653
Slovenia,Tunisia,116.84782608695653
Slovakia,Tunisia,116.84782608695653
Albania,Lebanon,116.84782608695653
Jersey,Saudi Arabia,116.84782608695653
Russia,Slovenia,116.84981684981685
Russia,Ethiopia,116.84981684981685
Mexico,Liberia,116.85103785103786
Cameroon,France,116.85264977007263
Jordan,Viet Nam,116.90205737467402
Kuwait,Viet Nam,116.90205737467402
India,Egypt,116.9079939668175
Dominica,Hong Kong,116.92460317460318
Dominica,Finland,116.92460317460318
Dominica,Togo,116.92460317460318
Venezuela,Ukraine,116.96161616161615
Bangladesh,Peru,116.97802197802199
Bangladesh,Afghanistan,116.97802197802199
Tajikistan,"Palestine, State of",116.99346405228758
"Palestine, State of",Ethiopia,116.99346405228758
"Palestine, State of",Slovenia,116.99346405228758
Afghanistan,"Palestine, State of",116.99346405228758
Nepal,Ethiopia,117.00854700854701
Nepal,Slovenia,117.00854700854701
Bulgaria,Saudi Arabia,117.02898550724638
Bulgaria,Lebanon,117.02898550724638
Venezuela,Poland,117.05447330447329
Nepal,Kazakhstan,117.0718954248366
Kenya,Honduras,117.08333333333334
Kenya,Panama,117.08333333333334
Kenya,Chile,117.08333333333334
Ukraine,Liberia,117.08754208754209
Australia,Puerto Rico,117.0911330049261
Pakistan,Guam,117.10797046091164
Nicaragua,Singapore,117.10875331564986
Azerbaijan,Kuwait,117.13184476342371
Sweden,Sri Lanka,117.14285714285714
Cyprus,Pakistan,117.14285714285714
Kazakhstan,Pakistan,117.14285714285714
Cameroon,"Palestine, State of",117.2285067873303
Iran,Guam,117.26839826839827
Germany,Lithuania,117.28433402346445
Jordan,Bulgaria,117.30167573139838
